timestamp,headcount,is_festival,weather_factor,condition
2026-07-05T11:00:00+00:00,125,0,0.75,drizzle
2026-07-05T12:00:00+00:00,85,0,0.75,drizzle
2026-07-05T13:00:00+00:00,44,0,0.75,drizzle
2026-07-05T14:00:00+00:00,43,0,0.75,drizzle
2026-07-05T15:00:00+00:00,83,0,0.75,drizzle
2026-07-05T16:00:00+00:00,138,0,0.75,drizzle
2026-07-05T17:00:00+00:00,234,0,0.75,drizzle
2026-07-05T18:00:00+00:00,336,0,0.75,drizzle
2026-07-05T19:00:00+00:00,347,0,0.75,drizzle
2026-07-05T20:00:00+00:00,338,0,0.75,drizzle
2026-07-05T21:00:00+00:00,221,0,0.75,drizzle
2026-07-05T22:00:00+00:00,149,0,0.75,drizzle
2026-07-05T23:00:00+00:00,76,0,0.75,drizzle
2026-07-06T00:00:00+00:00,79,0,1.0,clear
2026-07-06T01:00:00+00:00,90,0,1.0,clear
2026-07-06T02:00:00+00:00,150,0,1.0,clear
2026-07-06T03:00:00+00:00,254,0,1.0,clear
2026-07-06T04:00:00+00:00,433,0,1.0,clear
2026-07-06T05:00:00+00:00,499,0,1.0,clear
2026-07-06T06:00:00+00:00,500,0,1.0,clear
2026-07-06T07:00:00+00:00,500,0,1.0,clear
2026-07-06T08:00:00+00:00,500,0,1.0,clear
2026-07-06T09:00:00+00:00,500,0,1.0,clear
2026-07-06T10:00:00+00:00,393,0,1.0,clear
2026-07-06T11:00:00+00:00,241,0,1.0,clear
2026-07-06T12:00:00+00:00,140,0,1.0,clear
2026-07-06T13:00:00+00:00,98,0,1.0,clear
2026-07-06T14:00:00+00:00,88,0,1.0,clear
2026-07-06T15:00:00+00:00,170,0,1.0,clear
2026-07-06T16:00:00+00:00,271,0,1.0,clear
2026-07-06T17:00:00+00:00,483,0,1.0,clear
2026-07-06T18:00:00+00:00,500,0,1.0,clear
2026-07-06T19:00:00+00:00,500,0,1.0,clear
2026-07-06T20:00:00+00:00,500,0,1.0,clear
2026-07-06T21:00:00+00:00,497,0,1.0,clear
2026-07-06T22:00:00+00:00,305,0,1.0,clear
2026-07-06T23:00:00+00:00,151,0,1.0,clear
2026-07-07T00:00:00+00:00,44,0,0.95,partly_cloudy
2026-07-07T01:00:00+00:00,62,0,0.95,partly_cloudy
2026-07-07T02:00:00+00:00,97,0,0.95,partly_cloudy
2026-07-07T03:00:00+00:00,168,0,0.95,partly_cloudy
2026-07-07T04:00:00+00:00,241,0,0.95,partly_cloudy
2026-07-07T05:00:00+00:00,347,0,0.95,partly_cloudy
2026-07-07T06:00:00+00:00,443,0,0.95,partly_cloudy
2026-07-07T07:00:00+00:00,485,0,0.95,partly_cloudy
2026-07-07T08:00:00+00:00,428,0,0.95,partly_cloudy
2026-07-07T09:00:00+00:00,344,0,0.95,partly_cloudy
2026-07-07T10:00:00+00:00,275,0,0.95,partly_cloudy
2026-07-07T11:00:00+00:00,148,0,0.95,partly_cloudy
2026-07-07T12:00:00+00:00,101,0,0.95,partly_cloudy
2026-07-07T13:00:00+00:00,64,0,0.95,partly_cloudy
2026-07-07T14:00:00+00:00,55,0,0.95,partly_cloudy
2026-07-07T15:00:00+00:00,93,0,0.95,partly_cloudy
2026-07-07T16:00:00+00:00,196,0,0.95,partly_cloudy
2026-07-07T17:00:00+00:00,334,0,0.95,partly_cloudy
2026-07-07T18:00:00+00:00,397,0,0.95,partly_cloudy
2026-07-07T19:00:00+00:00,461,0,0.95,partly_cloudy
2026-07-07T20:00:00+00:00,433,0,0.95,partly_cloudy
2026-07-07T21:00:00+00:00,270,0,0.95,partly_cloudy
2026-07-07T22:00:00+00:00,181,0,0.95,partly_cloudy
2026-07-07T23:00:00+00:00,99,0,0.95,partly_cloudy
2026-07-08T00:00:00+00:00,41,0,0.95,partly_cloudy
2026-07-08T01:00:00+00:00,65,0,0.95,partly_cloudy
2026-07-08T02:00:00+00:00,95,0,0.95,partly_cloudy
2026-07-08T03:00:00+00:00,145,0,0.95,partly_cloudy
2026-07-08T04:00:00+00:00,257,0,0.95,partly_cloudy
2026-07-08T05:00:00+00:00,354,0,0.95,partly_cloudy
2026-07-08T06:00:00+00:00,421,0,0.95,partly_cloudy
2026-07-08T07:00:00+00:00,489,0,0.95,partly_cloudy
2026-07-08T08:00:00+00:00,454,0,0.95,partly_cloudy
2026-07-08T09:00:00+00:00,343,0,0.95,partly_cloudy
2026-07-08T10:00:00+00:00,256,0,0.95,partly_cloudy
2026-07-08T11:00:00+00:00,169,0,0.95,partly_cloudy
2026-07-08T12:00:00+00:00,92,0,0.95,partly_cloudy
2026-07-08T13:00:00+00:00,64,0,0.95,partly_cloudy
2026-07-08T14:00:00+00:00,57,0,0.95,partly_cloudy
2026-07-08T15:00:00+00:00,110,0,0.95,partly_cloudy
2026-07-08T16:00:00+00:00,159,0,0.95,partly_cloudy
2026-07-08T17:00:00+00:00,315,0,0.95,partly_cloudy
2026-07-08T18:00:00+00:00,415,0,0.95,partly_cloudy
2026-07-08T19:00:00+00:00,472,0,0.95,partly_cloudy
2026-07-08T20:00:00+00:00,471,0,0.95,partly_cloudy
2026-07-08T21:00:00+00:00,302,0,0.95,partly_cloudy
2026-07-08T22:00:00+00:00,204,0,0.95,partly_cloudy
2026-07-08T23:00:00+00:00,94,0,0.95,partly_cloudy
2026-07-09T00:00:00+00:00,39,0,0.75,drizzle
2026-07-09T01:00:00+00:00,54,0,0.75,drizzle
2026-07-09T02:00:00+00:00,77,0,0.75,drizzle
2026-07-09T03:00:00+00:00,133,0,0.75,drizzle
2026-07-09T04:00:00+00:00,208,0,0.75,drizzle
2026-07-09T05:00:00+00:00,286,0,0.75,drizzle
2026-07-09T06:00:00+00:00,364,0,0.75,drizzle
2026-07-09T07:00:00+00:00,373,0,0.75,drizzle
2026-07-09T08:00:00+00:00,353,0,0.75,drizzle
2026-07-09T09:00:00+00:00,262,0,0.75,drizzle
2026-07-09T10:00:00+00:00,171,0,0.75,drizzle
2026-07-09T11:00:00+00:00,134,0,0.75,drizzle
2026-07-09T12:00:00+00:00,83,0,0.75,drizzle
2026-07-09T13:00:00+00:00,49,0,0.75,drizzle
2026-07-09T14:00:00+00:00,44,0,0.75,drizzle
2026-07-09T15:00:00+00:00,73,0,0.75,drizzle
2026-07-09T16:00:00+00:00,135,0,0.75,drizzle
2026-07-09T17:00:00+00:00,275,0,0.75,drizzle
2026-07-09T18:00:00+00:00,312,0,0.75,drizzle
2026-07-09T19:00:00+00:00,361,0,0.75,drizzle
2026-07-09T20:00:00+00:00,334,0,0.75,drizzle
2026-07-09T21:00:00+00:00,234,0,0.75,drizzle
2026-07-09T22:00:00+00:00,133,0,0.75,drizzle
2026-07-09T23:00:00+00:00,73,0,0.75,drizzle
2026-07-10T00:00:00+00:00,34,0,0.55,rain
2026-07-10T01:00:00+00:00,46,0,0.55,rain
2026-07-10T02:00:00+00:00,59,0,0.55,rain
2026-07-10T03:00:00+00:00,94,0,0.55,rain
2026-07-10T04:00:00+00:00,134,0,0.55,rain
2026-07-10T05:00:00+00:00,195,0,0.55,rain
2026-07-10T06:00:00+00:00,256,0,0.55,rain
2026-07-10T07:00:00+00:00,283,0,0.55,rain
2026-07-10T08:00:00+00:00,264,0,0.55,rain
2026-07-10T09:00:00+00:00,199,0,0.55,rain
2026-07-10T10:00:00+00:00,135,0,0.55,rain
2026-07-10T11:00:00+00:00,88,0,0.55,rain
2026-07-10T12:00:00+00:00,50,0,0.55,rain
2026-07-10T13:00:00+00:00,39,0,0.55,rain
2026-07-10T14:00:00+00:00,21,0,0.55,rain
2026-07-10T15:00:00+00:00,54,0,0.55,rain
2026-07-10T16:00:00+00:00,106,0,0.55,rain
2026-07-10T17:00:00+00:00,191,0,0.55,rain
2026-07-10T18:00:00+00:00,246,0,0.55,rain
2026-07-10T19:00:00+00:00,291,0,0.55,rain
2026-07-10T20:00:00+00:00,239,0,0.55,rain
2026-07-10T21:00:00+00:00,167,0,0.55,rain
2026-07-10T22:00:00+00:00,99,0,0.55,rain
2026-07-10T23:00:00+00:00,63,0,0.55,rain
2026-07-11T00:00:00+00:00,139,1,1.0,clear
2026-07-11T01:00:00+00:00,155,1,1.0,clear
2026-07-11T02:00:00+00:00,251,1,1.0,clear
2026-07-11T03:00:00+00:00,404,1,1.0,clear
2026-07-11T04:00:00+00:00,500,1,1.0,clear
2026-07-11T05:00:00+00:00,500,1,1.0,clear
2026-07-11T06:00:00+00:00,500,1,1.0,clear
2026-07-11T07:00:00+00:00,500,1,1.0,clear
2026-07-11T08:00:00+00:00,500,1,1.0,clear
2026-07-11T09:00:00+00:00,500,1,1.0,clear
2026-07-11T10:00:00+00:00,500,1,1.0,clear
2026-07-11T11:00:00+00:00,365,1,1.0,clear
2026-07-11T12:00:00+00:00,209,1,1.0,clear
2026-07-11T13:00:00+00:00,137,1,1.0,clear
2026-07-11T14:00:00+00:00,141,1,1.0,clear
2026-07-11T15:00:00+00:00,240,1,1.0,clear
2026-07-11T16:00:00+00:00,457,1,1.0,clear
2026-07-11T17:00:00+00:00,500,1,1.0,clear
2026-07-11T18:00:00+00:00,500,1,1.0,clear
2026-07-11T19:00:00+00:00,500,1,1.0,clear
2026-07-11T20:00:00+00:00,500,1,1.0,clear
2026-07-11T21:00:00+00:00,500,1,1.0,clear
2026-07-11T22:00:00+00:00,474,1,1.0,clear
2026-07-11T23:00:00+00:00,253,1,1.0,clear
2026-07-12T00:00:00+00:00,40,0,0.95,partly_cloudy
2026-07-12T01:00:00+00:00,57,0,0.95,partly_cloudy
2026-07-12T02:00:00+00:00,99,0,0.95,partly_cloudy
2026-07-12T03:00:00+00:00,172,0,0.95,partly_cloudy
2026-07-12T04:00:00+00:00,249,0,0.95,partly_cloudy
2026-07-12T05:00:00+00:00,379,0,0.95,partly_cloudy
2026-07-12T06:00:00+00:00,483,0,0.95,partly_cloudy
2026-07-12T07:00:00+00:00,444,0,0.95,partly_cloudy
2026-07-12T08:00:00+00:00,464,0,0.95,partly_cloudy
2026-07-12T09:00:00+00:00,367,0,0.95,partly_cloudy
2026-07-12T10:00:00+00:00,250,0,0.95,partly_cloudy
2026-07-12T11:00:00+00:00,160,0,0.95,partly_cloudy
2026-07-12T12:00:00+00:00,98,0,0.95,partly_cloudy
2026-07-12T13:00:00+00:00,55,0,0.95,partly_cloudy
2026-07-12T14:00:00+00:00,56,0,0.95,partly_cloudy
2026-07-12T15:00:00+00:00,106,0,0.95,partly_cloudy
2026-07-12T16:00:00+00:00,169,0,0.95,partly_cloudy
2026-07-12T17:00:00+00:00,296,0,0.95,partly_cloudy
2026-07-12T18:00:00+00:00,433,0,0.95,partly_cloudy
2026-07-12T19:00:00+00:00,475,0,0.95,partly_cloudy
2026-07-12T20:00:00+00:00,464,0,0.95,partly_cloudy
2026-07-12T21:00:00+00:00,276,0,0.95,partly_cloudy
2026-07-12T22:00:00+00:00,160,0,0.95,partly_cloudy
2026-07-12T23:00:00+00:00,94,0,0.95,partly_cloudy
2026-07-13T00:00:00+00:00,58,0,0.85,cloudy
2026-07-13T01:00:00+00:00,77,0,0.85,cloudy
2026-07-13T02:00:00+00:00,125,0,0.85,cloudy
2026-07-13T03:00:00+00:00,177,0,0.85,cloudy
2026-07-13T04:00:00+00:00,322,0,0.85,cloudy
2026-07-13T05:00:00+00:00,381,0,0.85,cloudy
2026-07-13T06:00:00+00:00,500,0,0.85,cloudy
2026-07-13T07:00:00+00:00,500,0,0.85,cloudy
2026-07-13T08:00:00+00:00,500,0,0.85,cloudy
2026-07-13T09:00:00+00:00,449,0,0.85,cloudy
2026-07-13T10:00:00+00:00,311,0,0.85,cloudy
2026-07-13T11:00:00+00:00,182,0,0.85,cloudy
2026-07-13T12:00:00+00:00,112,0,0.85,cloudy
2026-07-13T13:00:00+00:00,72,0,0.85,cloudy
2026-07-13T14:00:00+00:00,77,0,0.85,cloudy
2026-07-13T15:00:00+00:00,109,0,0.85,cloudy
2026-07-13T16:00:00+00:00,237,0,0.85,cloudy
2026-07-13T17:00:00+00:00,354,0,0.85,cloudy
2026-07-13T18:00:00+00:00,500,0,0.85,cloudy
2026-07-13T19:00:00+00:00,500,0,0.85,cloudy
2026-07-13T20:00:00+00:00,500,0,0.85,cloudy
2026-07-13T21:00:00+00:00,341,0,0.85,cloudy
2026-07-13T22:00:00+00:00,234,0,0.85,cloudy
2026-07-13T23:00:00+00:00,110,0,0.85,cloudy
2026-07-14T00:00:00+00:00,28,0,0.55,rain
2026-07-14T01:00:00+00:00,32,0,0.55,rain
2026-07-14T02:00:00+00:00,56,0,0.55,rain
2026-07-14T03:00:00+00:00,89,0,0.55,rain
2026-07-14T04:00:00+00:00,157,0,0.55,rain
2026-07-14T05:00:00+00:00,188,0,0.55,rain
2026-07-14T06:00:00+00:00,260,0,0.55,rain
2026-07-14T07:00:00+00:00,304,0,0.55,rain
2026-07-14T08:00:00+00:00,242,0,0.55,rain
2026-07-14T09:00:00+00:00,208,0,0.55,rain
2026-07-14T10:00:00+00:00,146,0,0.55,rain
2026-07-14T11:00:00+00:00,88,0,0.55,rain
2026-07-14T12:00:00+00:00,59,0,0.55,rain
2026-07-14T13:00:00+00:00,36,0,0.55,rain
2026-07-14T14:00:00+00:00,28,0,0.55,rain
2026-07-14T15:00:00+00:00,65,0,0.55,rain
2026-07-14T16:00:00+00:00,109,0,0.55,rain
2026-07-14T17:00:00+00:00,173,0,0.55,rain
2026-07-14T18:00:00+00:00,235,0,0.55,rain
2026-07-14T19:00:00+00:00,262,0,0.55,rain
2026-07-14T20:00:00+00:00,263,0,0.55,rain
2026-07-14T21:00:00+00:00,173,0,0.55,rain
2026-07-14T22:00:00+00:00,107,0,0.55,rain
2026-07-14T23:00:00+00:00,55,0,0.55,rain
2026-07-15T00:00:00+00:00,15,0,0.2,thunderstorm
2026-07-15T01:00:00+00:00,24,0,0.2,thunderstorm
2026-07-15T02:00:00+00:00,20,0,0.2,thunderstorm
2026-07-15T03:00:00+00:00,35,0,0.2,thunderstorm
2026-07-15T04:00:00+00:00,45,0,0.2,thunderstorm
2026-07-15T05:00:00+00:00,78,0,0.2,thunderstorm
2026-07-15T06:00:00+00:00,89,0,0.2,thunderstorm
2026-07-15T07:00:00+00:00,107,0,0.2,thunderstorm
2026-07-15T08:00:00+00:00,87,0,0.2,thunderstorm
2026-07-15T09:00:00+00:00,74,0,0.2,thunderstorm
2026-07-15T10:00:00+00:00,49,0,0.2,thunderstorm
2026-07-15T11:00:00+00:00,31,0,0.2,thunderstorm
2026-07-15T12:00:00+00:00,20,0,0.2,thunderstorm
2026-07-15T13:00:00+00:00,12,0,0.2,thunderstorm
2026-07-15T14:00:00+00:00,17,0,0.2,thunderstorm
2026-07-15T15:00:00+00:00,17,0,0.2,thunderstorm
2026-07-15T16:00:00+00:00,36,0,0.2,thunderstorm
2026-07-15T17:00:00+00:00,55,0,0.2,thunderstorm
2026-07-15T18:00:00+00:00,86,0,0.2,thunderstorm
2026-07-15T19:00:00+00:00,94,0,0.2,thunderstorm
2026-07-15T20:00:00+00:00,96,0,0.2,thunderstorm
2026-07-15T21:00:00+00:00,66,0,0.2,thunderstorm
2026-07-15T22:00:00+00:00,35,0,0.2,thunderstorm
2026-07-15T23:00:00+00:00,24,0,0.2,thunderstorm
2026-07-16T00:00:00+00:00,36,0,0.75,drizzle
2026-07-16T01:00:00+00:00,45,0,0.75,drizzle
2026-07-16T02:00:00+00:00,74,0,0.75,drizzle
2026-07-16T03:00:00+00:00,133,0,0.75,drizzle
2026-07-16T04:00:00+00:00,189,0,0.75,drizzle
2026-07-16T05:00:00+00:00,288,0,0.75,drizzle
2026-07-16T06:00:00+00:00,363,0,0.75,drizzle
2026-07-16T07:00:00+00:00,391,0,0.75,drizzle
2026-07-16T08:00:00+00:00,377,0,0.75,drizzle
2026-07-16T09:00:00+00:00,271,0,0.75,drizzle
2026-07-16T10:00:00+00:00,211,0,0.75,drizzle
2026-07-16T11:00:00+00:00,119,0,0.75,drizzle
2026-07-16T12:00:00+00:00,74,0,0.75,drizzle
2026-07-16T13:00:00+00:00,55,0,0.75,drizzle
2026-07-16T14:00:00+00:00,49,0,0.75,drizzle
2026-07-16T15:00:00+00:00,76,0,0.75,drizzle
2026-07-16T16:00:00+00:00,131,0,0.75,drizzle
2026-07-16T17:00:00+00:00,247,0,0.75,drizzle
2026-07-16T18:00:00+00:00,321,0,0.75,drizzle
2026-07-16T19:00:00+00:00,354,0,0.75,drizzle
2026-07-16T20:00:00+00:00,321,0,0.75,drizzle
2026-07-16T21:00:00+00:00,242,0,0.75,drizzle
2026-07-16T22:00:00+00:00,123,0,0.75,drizzle
2026-07-16T23:00:00+00:00,78,0,0.75,drizzle
2026-07-17T00:00:00+00:00,37,0,0.75,drizzle
2026-07-17T01:00:00+00:00,51,0,0.75,drizzle
2026-07-17T02:00:00+00:00,69,0,0.75,drizzle
2026-07-17T03:00:00+00:00,124,0,0.75,drizzle
2026-07-17T04:00:00+00:00,186,0,0.75,drizzle
2026-07-17T05:00:00+00:00,307,0,0.75,drizzle
2026-07-17T06:00:00+00:00,348,0,0.75,drizzle
2026-07-17T07:00:00+00:00,341,0,0.75,drizzle
2026-07-17T08:00:00+00:00,350,0,0.75,drizzle
2026-07-17T09:00:00+00:00,291,0,0.75,drizzle
2026-07-17T10:00:00+00:00,206,0,0.75,drizzle
2026-07-17T11:00:00+00:00,126,0,0.75,drizzle
2026-07-17T12:00:00+00:00,67,0,0.75,drizzle
2026-07-17T13:00:00+00:00,50,0,0.75,drizzle
2026-07-17T14:00:00+00:00,49,0,0.75,drizzle
2026-07-17T15:00:00+00:00,78,0,0.75,drizzle
2026-07-17T16:00:00+00:00,138,0,0.75,drizzle
2026-07-17T17:00:00+00:00,232,0,0.75,drizzle
2026-07-17T18:00:00+00:00,326,0,0.75,drizzle
2026-07-17T19:00:00+00:00,350,0,0.75,drizzle
2026-07-17T20:00:00+00:00,335,0,0.75,drizzle
2026-07-17T21:00:00+00:00,260,0,0.75,drizzle
2026-07-17T22:00:00+00:00,156,0,0.75,drizzle
2026-07-17T23:00:00+00:00,76,0,0.75,drizzle
2026-07-18T00:00:00+00:00,74,1,0.75,drizzle
2026-07-18T01:00:00+00:00,104,1,0.75,drizzle
2026-07-18T02:00:00+00:00,171,1,0.75,drizzle
2026-07-18T03:00:00+00:00,257,1,0.75,drizzle
2026-07-18T04:00:00+00:00,430,1,0.75,drizzle
2026-07-18T05:00:00+00:00,500,1,0.75,drizzle
2026-07-18T06:00:00+00:00,500,1,0.75,drizzle
2026-07-18T07:00:00+00:00,500,1,0.75,drizzle
2026-07-18T08:00:00+00:00,500,1,0.75,drizzle
2026-07-18T09:00:00+00:00,500,1,0.75,drizzle
2026-07-18T10:00:00+00:00,445,1,0.75,drizzle
2026-07-18T11:00:00+00:00,260,1,0.75,drizzle
2026-07-18T12:00:00+00:00,179,1,0.75,drizzle
2026-07-18T13:00:00+00:00,98,1,0.75,drizzle
2026-07-18T14:00:00+00:00,87,1,0.75,drizzle
2026-07-18T15:00:00+00:00,149,1,0.75,drizzle
2026-07-18T16:00:00+00:00,262,1,0.75,drizzle
2026-07-18T17:00:00+00:00,497,1,0.75,drizzle
2026-07-18T18:00:00+00:00,500,1,0.75,drizzle
2026-07-18T19:00:00+00:00,500,1,0.75,drizzle
2026-07-18T20:00:00+00:00,500,1,0.75,drizzle
2026-07-18T21:00:00+00:00,464,1,0.75,drizzle
2026-07-18T22:00:00+00:00,295,1,0.75,drizzle
2026-07-18T23:00:00+00:00,167,1,0.75,drizzle
2026-07-19T00:00:00+00:00,42,0,0.85,cloudy
2026-07-19T01:00:00+00:00,49,0,0.85,cloudy
2026-07-19T02:00:00+00:00,83,0,0.85,cloudy
2026-07-19T03:00:00+00:00,137,0,0.85,cloudy
2026-07-19T04:00:00+00:00,234,0,0.85,cloudy
2026-07-19T05:00:00+00:00,325,0,0.85,cloudy
2026-07-19T06:00:00+00:00,392,0,0.85,cloudy
2026-07-19T07:00:00+00:00,447,0,0.85,cloudy
2026-07-19T08:00:00+00:00,382,0,0.85,cloudy
2026-07-19T09:00:00+00:00,315,0,0.85,cloudy
2026-07-19T10:00:00+00:00,226,0,0.85,cloudy
2026-07-19T11:00:00+00:00,155,0,0.85,cloudy
2026-07-19T12:00:00+00:00,86,0,0.85,cloudy
2026-07-19T13:00:00+00:00,54,0,0.85,cloudy
2026-07-19T14:00:00+00:00,45,0,0.85,cloudy
2026-07-19T15:00:00+00:00,90,0,0.85,cloudy
2026-07-19T16:00:00+00:00,155,0,0.85,cloudy
2026-07-19T17:00:00+00:00,276,0,0.85,cloudy
2026-07-19T18:00:00+00:00,335,0,0.85,cloudy
2026-07-19T19:00:00+00:00,451,0,0.85,cloudy
2026-07-19T20:00:00+00:00,348,0,0.85,cloudy
2026-07-19T21:00:00+00:00,258,0,0.85,cloudy
2026-07-19T22:00:00+00:00,171,0,0.85,cloudy
